file,RandomForest(before preprocessing),KNN,RandomForest(after preprocessing)
nutch-1.2_aggregated.csv,0.8905123474700141,0.9132844147317392,0.9407581343120808
nutch-1.3_aggregated.csv,0.7360836489158483,0.7174207999069151,0.826733745459496
nutch-1.4_aggregated.csv,0.6358936081122903,0.7285282146954005,0.660681652857371
nutch-1.5_aggregated.csv,0.6719421493413067,0.624139150520311,0.7502980074375522
nutch-1.6_aggregated.csv,0.634302431888828,0.6588440879575754,0.8426043729751709
nutch-1.7_aggregated.csv,0.7629844168765514,0.8139581033648777,0.8554430219636259
nutch-1.8_aggregated.csv,0.9290220820189274,0.9602968209664547,0.963278226191438
nutch-1.9_aggregated.csv,0.8571234667562027,0.8782170983193961,0.8912728327051319
nutch-2.0_aggregated.csv,0.6171049654524252,0.7005670798840964,0.6690616155018506
nutch-2.1_aggregated.csv,0.6581573160031753,0.7427763011232101,0.7797017161236314
